Nombre,Plataforma,Lanzamiento,Genero,V_NA,V_EU,V_JP,V_Otros,V_Global,Score,ESRB,Exito
Band Hero,DS,2009,Misc,0.2,0.19,0.0,0.04,0.43,65.0,E10+,0
The Saboteur,PC,2009,Action,0.0,0.05,0.0,0.01,0.06,76.0,M,0
Dragon Ball: Evolution,PSP,2009,Fighting,0.09,0.0,0.0,0.01,0.1,28.0,T,0
Ghostbusters: The Video Game,PS3,2009,Action,0.34,0.36,0.0,0.14,0.84,78.0,T,0
NBA 2K10,PS3,2009,Sports,0.75,0.01,0.01,0.07,0.84,83.0,E,0
DJ Hero,Wii,2009,Misc,0.45,0.23,0.0,0.07,0.76,87.0,T,0
Deca Sports 2,Wii,2009,Sports,0.31,0.33,0.09,0.07,0.8,49.0,E,0
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,0.12,0.06,0.27,0.02,0.47,75.0,E10+,0
Pro Evolution Soccer 2010,PSP,2009,Sports,0.09,0.33,0.2,0.18,0.8,72.0,E,0
Tiger Woods PGA Tour 10,PS3,2009,Sports,0.42,0.25,0.0,0.11,0.78,81.0,E,0
Active Life: Extreme Challenge,Wii,2009,Sports,0.14,0.27,0.0,0.06,0.47,56.0,E,0
Silent Hill: Shattered Memories,Wii,2009,Action,0.22,0.19,0.01,0.05,0.47,79.0,M,0
Dead Space Extraction,Wii,2009,Shooter,0.32,0.1,0.01,0.04,0.47,82.0,M,0
Guitar Hero: Metallica,X360,2009,Misc,0.52,0.2,0.0,0.07,0.8,84.0,T,0
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,0.08,0.0,0.0,0.01,0.09,79.0,M,0
Grey's Anatomy: The Video Game,Wii,2009,Adventure,0.05,0.01,0.0,0.0,0.06,65.0,T,0
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,0.43,0.29,0.0,0.07,0.79,48.0,T,0
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,0.0,0.45,0.0,0.02,0.47,85.0,M,0
Burnout Paradise: The Ultimate Box,PC,2009,Racing,0.0,0.08,0.0,0.01,0.09,87.0,E10+,0
Invizimals,PSP,2009,Strategy,0.17,0.5,0.0,0.11,0.79,69.0,E10+,0
The Saboteur,PS3,2009,Action,0.2,0.21,0.0,0.07,0.48,72.0,M,0
Big Bang Mini,DS,2009,Shooter,0.05,0.0,0.0,0.0,0.06,78.0,E,0
Star Ocean: The Last Hope,X360,2009,Role-Playing,0.32,0.2,0.21,0.06,0.79,72.0,T,0
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,0.19,0.2,0.01,0.08,0.47,79.0,M,0
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,0.08,0.01,0.0,0.01,0.09,38.0,T,0
MySims Racing,Wii,2009,Racing,0.19,0.23,0.0,0.05,0.47,68.0,E,0
Band Hero,X360,2009,Misc,0.51,0.21,0.0,0.07,0.79,76.0,E10+,0
Beaterator,PSP,2009,Misc,0.06,0.02,0.0,0.02,0.09,80.0,E,0
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,0.0,0.05,0.0,0.01,0.06,80.0,M,0
DiRT 2,X360,2009,Racing,0.32,0.39,0.0,0.09,0.8,87.0,T,0
JU-ON: The Grudge,Wii,2009,Action,0.07,0.01,0.01,0.01,0.1,39.0,M,0
Rock Band Unplugged,PSP,2009,Misc,0.24,0.14,0.0,0.1,0.48,79.0,T,0
Pro Evolution Soccer 2010,X360,2009,Sports,0.12,0.58,0.03,0.08,0.81,78.0,E,0
Skate 2,PS3,2009,Sports,0.46,0.25,0.01,0.12,0.84,84.0,T,0
NBA Live 10,X360,2009,Sports,0.4,0.02,0.0,0.03,0.45,80.0,E,0
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,0.38,0.23,0.0,0.15,0.76,63.0,T,0
Brave: A Warrior's Tale,Wii,2009,Action,0.05,0.0,0.0,0.0,0.06,48.0,E10+,0
Harvest Moon: Frantic Farming,DS,2009,Puzzle,0.08,0.0,0.0,0.01,0.1,72.0,E,0
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,0.06,0.0,0.03,0.0,0.1,63.0,E10+,0
LEGO Rock Band,DS,2009,Misc,0.32,0.09,0.0,0.04,0.45,80.0,E,0
Dragon Ball: Raging Blast,PS3,2009,Fighting,0.37,0.19,0.11,0.1,0.77,57.0,T,0
Picross 3D,DS,2009,Puzzle,0.28,0.03,0.16,0.02,0.49,83.0,E,0
Dynasty Warriors: Strikeforce,PSP,2009,Action,0.03,0.02,0.38,0.02,0.45,65.0,T,0
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,0.09,0.0,0.0,0.01,0.1,60.0,E10+,0
Tornado Outbreak,Wii,2009,Action,0.09,0.0,0.0,0.01,0.1,71.0,E10+,0
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,0.08,0.0,0.0,0.01,0.09,45.0,T,0
Sudoku Ball Detective,DS,2009,Puzzle,0.06,0.0,0.0,0.0,0.06,54.0,E10+,0
MadWorld,Wii,2009,Action,0.45,0.23,0.02,0.07,0.77,81.0,M,0
Challenge Me: Brain Puzzles,DS,2009,Puzzle,0.06,0.0,0.0,0.0,0.06,65.0,E,0
Brave: A Warrior's Tale,X360,2009,Action,0.05,0.01,0.0,0.0,0.06,42.0,E10+,0
Need for Speed: Nitro,Wii,2009,Racing,0.45,0.3,0.0,0.08,0.83,69.0,E10+,0
Need for Speed: Shift,PC,2009,Racing,0.0,0.05,0.0,0.01,0.06,83.0,E,0
Boom Blox Bash Party,Wii,2009,Puzzle,0.33,0.09,0.0,0.04,0.46,86.0,E,0
Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,0.42,0.03,0.0,0.04,0.49,61.0,E10+,0
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,0.22,0.17,0.0,0.06,0.46,72.0,E10+,0
Darkest of Days,X360,2009,Shooter,0.09,0.0,0.0,0.01,0.1,44.0,M,0
NCAA Football 10,PS3,2009,Sports,0.75,0.0,0.0,0.06,0.81,80.0,E,0
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,0.23,0.23,0.0,0.05,0.51,80.0,T,0
The Lord of the Rings: Conquest,PS3,2009,Action,0.38,0.25,0.0,0.11,0.74,54.0,T,0
Band Hero,PS3,2009,Misc,0.41,0.23,0.0,0.11,0.74,76.0,E10+,0
Sacred 2: Fallen Angel,X360,2009,Role-Playing,0.29,0.16,0.04,0.05,0.54,71.0,M,0
MLB 09: The Show,PS3,2009,Sports,0.66,0.0,0.0,0.06,0.72,90.0,E,0
DiRT 2,PC,2009,Racing,0.0,0.04,0.0,0.01,0.05,89.0,T,0
WipEout HD Fury,PS3,2009,Racing,0.0,0.05,0.0,0.01,0.07,89.0,E10+,0
Madden NFL 10,Wii,2009,Sports,0.62,0.04,0.0,0.06,0.72,77.0,E,0
Brutal Legend,X360,2009,Action,0.62,0.26,0.0,0.09,0.97,82.0,M,0
Band Hero,Wii,2009,Misc,0.59,0.29,0.0,0.09,0.97,79.0,E10+,0
Calling,Wii,2009,Adventure,0.06,0.04,0.0,0.01,0.11,49.0,T,0
Night at the Museum: Battle of the Smithsonian,X360,2009,Action,0.07,0.03,0.0,0.01,0.11,50.0,E10+,0
Spyborgs,Wii,2009,Action,0.09,0.01,0.0,0.01,0.11,66.0,T,0
Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,0.18,0.17,0.0,0.04,0.39,43.0,T,0
Plants vs. Zombies,PC,2009,Strategy,0.0,0.04,0.0,0.01,0.05,87.0,E10+,0
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,0.21,0.07,0.08,0.03,0.39,66.0,T,0
Indiana Jones and the Staff of Kings,Wii,2009,Action,0.36,0.29,0.0,0.07,0.72,55.0,T,0
Cloudy With a Chance of Meatballs,X360,2009,Platform,0.07,0.0,0.0,0.01,0.09,62.0,E,0
Legends of WrestleMania,X360,2009,Fighting,0.2,0.15,0.0,0.04,0.39,71.0,T,0
Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,0.06,0.3,0.0,0.04,0.39,57.0,E,0
Ghostbusters: The Video Game,DS,2009,Action,0.24,0.12,0.0,0.04,0.4,55.0,E,0
Spore Hero,Wii,2009,Simulation,0.35,0.02,0.0,0.03,0.4,61.0,E10+,0
Wacky World of Sports,Wii,2009,Sports,0.08,0.0,0.0,0.01,0.09,45.0,E10+,0
Astro Boy: The Video Game,Wii,2009,Action,0.1,0.0,0.0,0.01,0.11,48.0,E10+,0
Planet 51,X360,2009,Action,0.07,0.03,0.0,0.01,0.11,53.0,E,0
Jam Sessions 2,DS,2009,Misc,0.06,0.0,0.0,0.0,0.07,66.0,E10+,0
MX vs. ATV Reflex,X360,2009,Racing,0.52,0.14,0.0,0.06,0.72,75.0,E,0
Rabbids Go Home,DS,2009,Platform,0.35,0.3,0.0,0.07,0.72,70.0,E,0
Planet 51,PS3,2009,Action,0.07,0.03,0.0,0.01,0.11,50.0,E,0
NBA Live 10,PS3,2009,Sports,0.46,0.02,0.01,0.05,0.54,81.0,E,0
Trivial Pursuit,X360,2009,Misc,0.12,0.21,0.0,0.04,0.37,66.0,E,0
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,0.62,0.31,0.0,0.09,1.02,71.0,E10+,1
IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,0.34,0.25,0.0,0.1,0.68,81.0,T,0
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,0.02,0.03,0.0,0.01,0.05,66.0,E10+,0
LEGO Rock Band,Wii,2009,Misc,0.41,0.22,0.0,0.06,0.69,70.0,E10+,0
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,0.13,0.04,0.19,0.03,0.38,61.0,T,0
NERF N-Strike Elite,Wii,2009,Shooter,0.93,0.0,0.0,0.07,1.0,67.0,E10+,0
Need for Speed: Nitro,DS,2009,Racing,0.21,0.13,0.0,0.04,0.38,70.0,E10+,0
Lips: Number One Hits,X360,2009,Misc,0.15,0.34,0.0,0.06,0.55,70.0,T,0
Virtua Tennis 2009,PS3,2009,Sports,0.09,0.22,0.0,0.06,0.38,70.0,E,0
Ice Age: Dawn of the Dinosaurs,DS,2009,Action,0.2,0.15,0.0,0.04,0.38,54.0,E,0
Cloudy With a Chance of Meatballs,Wii,2009,Platform,0.1,0.0,0.0,0.01,0.11,68.0,E,0
Dawn of Discovery,PC,2009,Simulation,0.0,0.32,0.0,0.06,0.38,82.0,T,0
The Secret Saturdays: Beasts of the 5th Sun,DS,2009,Action,0.08,0.0,0.0,0.01,0.08,60.0,E10+,0
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,0.23,0.14,0.3,0.04,0.7,78.0,T,0
DiRT 2,PS3,2009,Racing,0.27,0.52,0.0,0.19,0.99,87.0,T,0
Astro Boy: The Video Game,PS2,2009,Action,0.05,0.04,0.0,0.01,0.11,56.0,E10+,0
EyePet,PS3,2009,Simulation,0.35,0.52,0.04,0.08,0.99,70.0,E,0
Cars: Race-O-Rama,Wii,2009,Racing,0.61,0.29,0.0,0.09,0.99,58.0,E,0
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,0.07,0.0,0.0,0.01,0.08,31.0,T,0
Legends of WrestleMania,PS3,2009,Fighting,0.3,0.16,0.0,0.07,0.54,70.0,T,0
Resident Evil 5,PC,2009,Action,0.01,0.04,0.0,0.01,0.07,86.0,M,0
FIFA Soccer 10,Wii,2009,Sports,0.23,0.64,0.0,0.11,0.98,75.0,E,0
NBA 2K10,X360,2009,Sports,0.88,0.02,0.0,0.08,0.97,82.0,E,0
Where the Wild Things Are,X360,2009,Platform,0.1,0.0,0.0,0.01,0.11,51.0,E10+,0
NCAA Football 10,X360,2009,Sports,0.87,0.0,0.0,0.07,0.94,83.0,E,0
Tony Hawk: RIDE,Wii,2009,Sports,0.69,0.17,0.0,0.08,0.94,47.0,E10+,0
Major Minor's Majestic March,Wii,2009,Misc,0.05,0.0,0.0,0.0,0.05,46.0,E,0
Aliens in the Attic,DS,2009,Action,0.05,0.0,0.0,0.0,0.05,58.0,E10+,0
The Book of Unwritten Tales,PC,2009,Adventure,0.0,0.08,0.0,0.02,0.1,82.0,T,0
James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,0.15,0.22,0.0,0.05,0.41,53.0,T,0
Red Faction: Guerrilla,PS3,2009,Shooter,0.33,0.27,0.02,0.12,0.74,85.0,M,0
JumpStart: Escape from Adventure Island,Wii,2009,Adventure,0.38,0.0,0.0,0.03,0.41,68.0,E,0
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,0.05,0.0,0.0,0.0,0.05,58.0,E,0
Marvel Super Hero Squad,DS,2009,Fighting,0.36,0.02,0.0,0.03,0.41,61.0,E10+,0
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,0.23,0.46,0.05,0.17,0.91,76.0,M,0
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,0.68,0.15,0.0,0.08,0.9,73.0,T,0
SimAnimals,DS,2009,Simulation,0.26,0.2,0.0,0.05,0.52,70.0,E,0
The Lord of the Rings: Conquest,DS,2009,Action,0.09,0.01,0.0,0.01,0.1,61.0,E10+,0
MX vs. ATV Reflex,PS3,2009,Racing,0.52,0.25,0.0,0.12,0.9,74.0,E,0
Air Conflicts: Aces of World War II,PSP,2009,Simulation,0.05,0.0,0.0,0.0,0.05,36.0,T,0
Cloudy With a Chance of Meatballs,PS3,2009,Platform,0.09,0.01,0.0,0.01,0.1,66.0,E,0
Need for Speed: Shift,PSP,2009,Racing,0.16,0.37,0.01,0.21,0.74,69.0,E,0
DJ Hero,PS3,2009,Misc,0.42,0.34,0.0,0.14,0.9,86.0,T,0
Vertigo,Wii,2009,Strategy,0.05,0.0,0.0,0.0,0.05,66.0,E,0
LEGO Rock Band,PS3,2009,Misc,0.24,0.12,0.0,0.06,0.42,75.0,E10+,0
The Godfather II,PS3,2009,Action,0.41,0.21,0.01,0.1,0.74,67.0,M,0
WireWay,DS,2009,Adventure,0.1,0.0,0.0,0.01,0.1,62.0,E,0
Astro Boy: The Video Game,DS,2009,Action,0.09,0.0,0.0,0.01,0.1,34.0,E,0
Guitar Hero: Smash Hits,X360,2009,Misc,0.23,0.15,0.0,0.04,0.42,71.0,T,0
Katamari Forever,PS3,2009,Puzzle,0.26,0.04,0.06,0.04,0.4,74.0,E,0
Brutal Legend,PS3,2009,Action,0.54,0.27,0.0,0.13,0.94,83.0,M,0
Hysteria Hospital: Emergency Ward,DS,2009,Action,0.1,0.0,0.0,0.01,0.11,45.0,E,0
Six Flags Fun Park,Wii,2009,Misc,0.27,0.09,0.0,0.04,0.4,43.0,E10+,0
Hysteria Hospital: Emergency Ward,Wii,2009,Action,0.05,0.0,0.0,0.0,0.05,53.0,E,0
ShellShock 2: Blood Trails,X360,2009,Shooter,0.05,0.03,0.0,0.01,0.09,30.0,M,0
Jewel Master Egypt,DS,2009,Puzzle,0.21,0.27,0.0,0.05,0.53,56.0,E,0
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,0.49,0.17,0.0,0.06,0.73,78.0,T,0
Elite Forces: Unit 77,DS,2009,Strategy,0.06,0.0,0.0,0.0,0.06,61.0,T,0
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,0.35,0.13,0.0,0.05,0.53,75.0,T,0
Terminator Salvation,PS3,2009,Shooter,0.13,0.28,0.01,0.1,0.53,43.0,T,0
Where the Wild Things Are,PS3,2009,Platform,0.09,0.01,0.0,0.01,0.11,53.0,E10+,0
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,0.06,0.0,0.0,0.0,0.06,41.0,E10+,0
DJ Max Fever,PSP,2009,Misc,0.09,0.0,0.0,0.01,0.11,77.0,T,0
F.E.A.R. 2: Project Origin,X360,2009,Shooter,0.32,0.15,0.0,0.05,0.52,77.0,M,0
Dawn of Discovery,DS,2009,Simulation,0.07,0.03,0.0,0.01,0.11,82.0,E,0
Guitar Hero: Metallica,Wii,2009,Misc,0.4,0.43,0.0,0.1,0.93,85.0,T,0
Henry Hatsworth in the Puzzling Adventure,DS,2009,Puzzle,0.08,0.0,0.0,0.01,0.09,82.0,E,0
Bayonetta,X360,2009,Action,0.51,0.25,0.09,0.08,0.93,90.0,M,0
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,0.02,0.03,0.0,0.01,0.05,76.0,M,0
Obscure: The Aftermath,PSP,2009,Action,0.05,0.03,0.0,0.01,0.09,66.0,M,0
Venetica,PC,2009,Role-Playing,0.0,0.04,0.0,0.01,0.05,61.0,T,0
F1 2009,PSP,2009,Racing,0.08,0.29,0.0,0.16,0.52,68.0,E,0
Rogue Warrior,X360,2009,Shooter,0.09,0.01,0.0,0.01,0.11,28.0,M,0
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,0.36,0.45,0.02,0.1,0.93,77.0,M,0
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,0.26,0.03,0.1,0.02,0.4,77.0,E,0
The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,0.07,0.03,0.0,0.01,0.11,50.0,E10+,0
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,0.49,0.15,0.0,0.09,0.73,74.0,T,0
Deal or No Deal,Wii,2009,Misc,1.2,0.0,0.0,0.09,1.29,56.0,E,1
Samurai Shodown Sen,X360,2009,Fighting,0.07,0.01,0.0,0.01,0.08,46.0,M,0
Divinity II: Ego Draconis,X360,2009,Role-Playing,0.18,0.04,0.0,0.02,0.24,62.0,M,0
Street Fighter IV,PS3,2009,Fighting,2.03,1.04,0.58,0.52,4.16,94.0,T,1
Men of War,PC,2009,Strategy,0.01,0.02,0.0,0.0,0.03,80.0,M,0
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,0.12,0.03,0.03,0.02,0.2,65.0,E10+,0
X-Blades,X360,2009,Action,0.1,0.02,0.02,0.01,0.14,50.0,M,0
Infinite Space,DS,2009,Role-Playing,0.06,0.05,0.07,0.01,0.2,75.0,T,0
Tekken 6,PS3,2009,Fighting,1.2,0.97,0.17,0.42,2.75,79.0,T,1
Guitar Hero: Smash Hits,PS2,2009,Misc,0.11,0.01,0.0,0.1,0.22,69.0,T,0
Batman: Arkham Asylum,PS3,2009,Action,2.24,1.31,0.07,0.61,4.23,91.0,T,1
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,0.16,0.03,0.0,0.02,0.2,65.0,E10+,0
Guitar Hero: Van Halen,PS3,2009,Misc,0.14,0.09,0.0,0.04,0.27,59.0,T,0
Overlord II,PC,2009,Action,0.0,0.03,0.0,0.0,0.03,79.0,T,0
Treasure World,DS,2009,Simulation,0.18,0.0,0.0,0.01,0.2,68.0,E,0
Battlestations: Pacific,PC,2009,Strategy,0.0,0.02,0.0,0.0,0.03,74.0,T,0
Fight Night Round 4,PS3,2009,Fighting,0.92,0.4,0.0,0.2,1.52,88.0,T,1
Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,0.11,0.14,0.0,0.03,0.27,75.0,E10+,0
Major League Baseball 2K9,PS3,2009,Sports,0.16,0.0,0.0,0.01,0.17,61.0,E,0
Professor Layton and the Last Specter,DS,2009,Puzzle,0.28,1.39,0.68,0.32,2.67,83.0,E10+,1
Guitar Hero 5,Wii,2009,Misc,0.92,0.48,0.0,0.15,1.55,89.0,T,1
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,0.14,0.01,0.0,0.01,0.16,25.0,M,0
My DoItAll,DS,2009,Misc,0.02,0.0,0.0,0.0,0.03,60.0,E,0
Mini Ninjas,PC,2009,Action,0.0,0.02,0.0,0.0,0.02,74.0,E10+,0
EA Sports Active,Wii,2009,Sports,2.09,1.35,0.06,0.4,3.9,81.0,E,1
Planet 51,Wii,2009,Action,0.17,0.01,0.0,0.02,0.2,53.0,E,0
DJ Star,DS,2009,Misc,0.01,0.0,0.0,0.0,0.02,66.0,T,0
Left 4 Dead 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,3.97,89.0,M,1
ArmA II,PC,2009,Shooter,0.0,0.12,0.0,0.02,0.14,77.0,M,0
Deadly Creatures,Wii,2009,Action,0.08,0.12,0.0,0.02,0.22,72.0,T,0
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,0.01,0.02,0.0,0.0,0.03,76.0,T,0
Race Pro,X360,2009,Racing,0.06,0.09,0.0,0.02,0.17,72.0,E,0
Majesty 2: The Fantasy Kingdom Sim,PC,2009,Simulation,0.01,0.0,0.0,0.0,0.02,72.0,T,0
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,1.06,0.26,0.53,0.13,1.98,75.0,E10+,1
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,0.57,0.43,0.44,0.12,1.56,54.0,E,1
Tropico 3,X360,2009,Strategy,0.15,0.02,0.03,0.01,0.22,75.0,T,0
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,0.11,0.09,0.0,0.02,0.22,61.0,E10+,0
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,0.08,0.0,0.13,0.01,0.22,78.0,T,0
Hasbro Family Game Night,DS,2009,Puzzle,0.01,0.19,0.0,0.02,0.22,57.0,E,0
The Lord of the Rings: Conquest,PC,2009,Action,0.0,0.02,0.0,0.0,0.02,57.0,T,0
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,0.2,0.0,0.0,0.02,0.22,82.0,E10+,0
Demon's Souls,PS3,2009,Role-Playing,0.97,0.33,0.35,0.17,1.82,89.0,M,1
Bakugan: Battle Brawlers,X360,2009,Action,0.2,0.02,0.0,0.02,0.24,60.0,E,0
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,0.11,0.01,0.05,0.01,0.18,38.0,E10+,0
G-Force,PS3,2009,Action,0.13,0.06,0.0,0.03,0.22,68.0,E10+,0
Resident Evil 5,PS3,2009,Action,1.96,1.41,1.08,0.64,5.09,84.0,M,1
Guitar Hero: Van Halen,Wii,2009,Misc,0.13,0.12,0.0,0.03,0.28,50.0,T,0
Assassin's Creed II: Discovery,DS,2009,Action,0.15,0.11,0.0,0.03,0.28,69.0,T,0
God of War Collection,PS3,2009,Action,1.7,0.44,0.06,0.4,2.6,91.0,M,1
X-Men Origins: Wolverine,DS,2009,Action,0.15,0.03,0.0,0.02,0.2,55.0,E10+,0
SAW,X360,2009,Action,0.13,0.12,0.0,0.03,0.28,59.0,M,0
UFC 2009 Undisputed,X360,2009,Fighting,1.48,0.39,0.0,0.19,2.06,83.0,T,1
DeathSmiles,X360,2009,Shooter,0.15,0.06,0.05,0.02,0.28,76.0,T,0
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,0.1,0.01,0.01,0.01,0.14,35.0,T,0
The Last Remnant,PC,2009,Role-Playing,0.0,0.01,0.0,0.0,0.01,66.0,M,0
SAW,PC,2009,Action,0.0,0.02,0.0,0.0,0.02,55.0,M,0
FIFA Soccer 10,X360,2009,Sports,0.59,1.79,0.01,0.23,2.62,90.0,E,1
PopCap Arcade Vol 2,X360,2009,Misc,0.03,0.0,0.0,0.0,0.03,67.0,E10+,0
Neighborhood Games,Wii,2009,Misc,0.17,0.02,0.0,0.01,0.2,49.0,E,0
Afro Samurai,PS3,2009,Action,0.12,0.05,0.0,0.03,0.2,65.0,M,0
RACE On,PC,2009,Racing,0.0,0.03,0.0,0.01,0.03,73.0,E,0
ATV Quad Kings,Wii,2009,Racing,0.2,0.0,0.0,0.01,0.22,33.0,E,0
Risen,PC,2009,Role-Playing,0.0,0.11,0.0,0.02,0.14,77.0,M,0
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,0.13,0.0,0.14,0.01,0.28,80.0,M,0
Stormrise,PC,2009,Strategy,0.0,0.02,0.0,0.0,0.02,42.0,M,0
Need for Speed: Shift,PS3,2009,Racing,0.69,1.4,0.04,0.52,2.65,84.0,E,1
Velvet Assassin,X360,2009,Shooter,0.14,0.02,0.01,0.01,0.18,56.0,M,0
Fuel,PS3,2009,Racing,0.08,0.11,0.0,0.04,0.24,67.0,E,0
NBA Live 10,PSP,2009,Sports,0.21,0.0,0.01,0.02,0.24,64.0,E,0
Indiana Jones and the Staff of Kings,PS2,2009,Action,0.11,0.01,0.0,0.16,0.28,55.0,T,0
Red Faction: Guerrilla,PC,2009,Shooter,0.0,0.03,0.0,0.01,0.03,82.0,M,0
Call of Juarez: Bound in Blood,PC,2009,Shooter,0.0,0.03,0.0,0.0,0.03,78.0,M,0
Lunar: Silver Star Harmony,PSP,2009,Role-Playing,0.19,0.0,0.03,0.02,0.24,80.0,T,0
Trivial Pursuit,PS3,2009,Misc,0.12,0.11,0.0,0.05,0.28,66.0,E,0
Halo Wars,X360,2009,Strategy,1.54,0.8,0.04,0.24,2.62,82.0,T,1
Bionic Commando,X360,2009,Platform,0.12,0.12,0.01,0.03,0.28,70.0,M,0
Assassin's Creed II,X360,2009,Action,3.11,1.55,0.08,0.51,5.26,90.0,M,1
Section 8,X360,2009,Shooter,0.15,0.09,0.0,0.02,0.27,69.0,T,0
Easy Piano,DS,2009,Misc,0.04,0.11,0.0,0.02,0.16,52.0,E,0
A Boy and His Blob,Wii,2009,Platform,0.18,0.01,0.0,0.01,0.21,80.0,E,0
The Island of Dr. Frankenstein,Wii,2009,Adventure,0.03,0.0,0.0,0.0,0.03,26.0,E,0
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,0.13,0.06,0.05,0.02,0.25,64.0,E10+,0
Street Fighter IV,X360,2009,Fighting,1.82,0.7,0.15,0.26,2.94,93.0,T,1
Monsters vs. Aliens,Wii,2009,Action,0.14,0.09,0.0,0.02,0.25,69.0,E10+,0
UFC 2009 Undisputed,PS3,2009,Fighting,1.07,0.44,0.01,0.24,1.76,84.0,T,1
Monsters vs. Aliens,PC,2009,Action,0.01,0.01,0.0,0.0,0.03,63.0,E10+,0
Monsters vs. Aliens,X360,2009,Action,0.12,0.03,0.0,0.01,0.17,63.0,E10+,0
G.I. Joe: The Rise of Cobra,PS3,2009,Action,0.11,0.07,0.0,0.03,0.21,43.0,T,0
Braid,PC,2009,Platform,0.0,0.02,0.0,0.0,0.03,90.0,E10+,0
Indiana Jones and the Staff of Kings,PSP,2009,Action,0.11,0.09,0.0,0.05,0.25,63.0,T,0
Way of the Samurai 3,X360,2009,Action,0.12,0.05,0.02,0.02,0.21,55.0,M,0
Need for Speed: Shift,X360,2009,Racing,0.73,0.96,0.01,0.22,1.91,83.0,E,1
G.I. Joe: The Rise of Cobra,PS2,2009,Action,0.11,0.0,0.0,0.03,0.14,50.0,T,0
Still Life 2,PC,2009,Adventure,0.0,0.01,0.0,0.0,0.02,67.0,M,0
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,0.0,0.02,0.0,0.0,0.03,70.0,T,0
SafeCracker: The Ultimate Puzzle Adventure,DS,2009,Puzzle,0.07,0.06,0.0,0.01,0.14,43.0,E,0
Fairytale Fights,X360,2009,Action,0.14,0.02,0.0,0.01,0.17,51.0,M,0
Beyblade: Metal Fusion,DS,2009,Role-Playing,0.07,0.03,0.14,0.01,0.25,36.0,E,0
Up,PS3,2009,Action,0.15,0.06,0.0,0.03,0.25,65.0,E10+,0
Killzone 2,PS3,2009,Shooter,1.4,1.06,0.08,0.47,3.01,91.0,M,1
50 Cent: Blood on the Sand,X360,2009,Shooter,0.12,0.07,0.0,0.02,0.21,71.0,M,0
Garfield Gets Real,DS,2009,Action,0.0,0.02,0.0,0.0,0.02,39.0,E,0
Bass Pro Shops: The Strike,X360,2009,Sports,0.2,0.0,0.0,0.02,0.21,63.0,E,0
G-Force,X360,2009,Action,0.11,0.05,0.0,0.01,0.17,68.0,E10+,0
